,Series,Record
574,BN-LA ,BN-LA 464-G: Eddie Henderson - Sunburst
575,BN-LA ,BN-LA 472-H2: Chick Corea - Circling In
576,BN-LA ,BN-LA 473-J2: Art Blakey - Live Messengers
577,BN-LA ,BN-LA 474-H2: Horace Silver - The Trio Sides
578,BN-LA ,BN-LA 475-H2: Sonny Rollins - More from the Vanguard
579,BN-LA ,BN-LA 483-H2: Jackie McLean - Hipnosis
580,BN-LA ,BN-LA 485-H2: Herbie Nichols - The Third World
581,BN-LA ,BN-LA 488-H2: Booker Ervin - Back from the Gig
582,BN-LA ,BN-LA 496-H2: Freddie Hubbard - Here to Stay
583,BN-LA ,BN-LA 506-H2: Elvin Jones - The Prime Element
584,BN-LA ,BN-LA 507-H2: Fats Navarro - Prime Source
585,BN-LA ,BN-LA 519-G: Gene Harris - Nexus
586,BN-LA ,BN-LA 520-H2: Chico Hamilton - Peregrinations
587,BN-LA ,BN-LA 521-H2: Johnny Griffin / John Coltrane / Hank Mobley - Blowin' Sessions
588,BN-LA ,BN-LA 529-H2: Paul Horn - Paul Horn in India
589,BN-LA ,BN-LA 530-H2: The Jazz Crusaders - The Young Rabbits
590,BN-LA ,BN-LA 531-H2: Wes Montgomery - Beginnings
591,BN-LA ,BN-LA 532-H2: Gerry Mulligan / Lee Konitz - Revelation
592,BN-LA ,BN-LA 533-H2: T-Bone Walker - Classics of Modern Blues
593,BN-LA ,BN-LA 534-G: Jimmy Witherspoon - Spoonful
594,BN-LA ,BN-LA 541-G: John Lee / Gerry Brown - Mango Sunrise
595,BN-LA ,BN-LA 549-G: Donald Byrd - Places and Spaces
596,BN-LA ,BN-LA 550-G: Bobbi Humphrey - Fancy Dancer
597,BN-LA ,BN-LA 551-G: Bobby Hutcherson - Montara
598,BN-LA ,BN-LA 579-H2: Thelonious Monk - The Complete Genius
599,BN-LA ,BN-LA 581-G Horace Silver - Silver 'n Wood
600,BN-LA ,BN-LA 582-J2: Lee Morgan - The Procrastinator
601,BN-LA ,BN-LA 584-G: Alphonse Mouzon - The Man Incognito
602,BN-LA ,BN-LA 590-H2: Milt Jackson - All Star Bags
603,BN-LA ,BN-LA 591-H2: Art Pepper - Early Art
604,BN-LA ,BN-LA 596-G: Earl Klugh - Earl Klugh
605,BN-LA ,BN-LA 598-H2: Randy Weston - Little Niles
606,BN-LA ,BN-LA 606-G: Marlena Shaw - Just a Matter of Time
607,BN-LA ,BN-LA 615-G: Bobby Hutcherson - Waiting
608,BN-LA ,BN-LA 622-G: Chico Hamilton - Chico Hamilton and the Prayers
609,BN-LA ,BN-LA 628-H: Ronnie Laws - Fever
610,BN-LA ,BN-LA 632-H2: Jean-Luc Ponty - Cantaloupe Island
611,BN-LA ,BN-LA 633-G: Donald Byrd - Caricatures
612,BN-LA ,BN-LA 634-G: Gene Harris - In a Special Way
613,BN-LA ,BN-LA 635-G: Carmen McRae - Can't Hide Love
614,BN-LA ,BN-LA 636-G: Eddie Henderson - Heritage
615,BN-LA ,BN-LA 645-G: Barbara Carroll
616,BN-LA ,BN-LA 663-J2: V.A. - Blue Note Live at the Roxy
617,BN-LA ,BN-LA 664-G: Robbie Krieger - Robbie Krieger and Friends
618,BN-LA ,BN-LA 667-G: Earl Klugh - Living Inside Your Love
619,BN-LA ,BN-LA 690-J2: War - Platinum Jazz
620,BN-LA ,BN-LA 699-G: Bobbi Humphrey's Best
621,BN-LA ,BN-LA 700-G: Donald Byrd's Best
622,BN-LA ,BN-LA 701-G: John Lee / Gerry Brown - Still Can't Say Enough
623,BN-LA ,BN-LA 708-G: Horace Silver - Silver 'n Voices
624,BN-LA ,BN-LA 709-H2: Carmen McRae - Carmen McRae at the Great American Music Hall
625,BN-LA ,BN-LA 710-G: Bobby Hutcherson - The View from the Inside
626,BN-LA ,BN-LA 711-G: Willie Bobo - Tomorrow Is Here
627,BN-LA ,BN-LA 730-H: Ronnie Laws - Friends & Strangers
628,BN-LA ,BN-LA 736-H: Noel Pointer - Phantazia
629,BN-LA ,BN-LA 737-H: Earl Klugh - Finger Paintings
630,BN-LA ,BN-LA 738-G: Maxi Anderson - Maxi
631,BN-LA ,BN-LA 760-H: Gene Harris - Tone Tantrum
632,BN-LA ,BN-LA 789-G: Bobby Hutcherson - Knucklebean
633,BN-LA ,BN-LA 819-H: Rico Rodriguez - Man from Wareika
634,BN-LA ,BN-LA 853-H: Horace Silver - Silver 'n Percussion
635,BN-LA ,BN-LA 870-H: V.A. - Blue Note Meet the L.A. Philharmonic
636,BN-LA ,BN-LA 882-J2: Chick Corea - Circulus
637,BN-LA ,BN-LA 883-J2: Stanley Turrentine - Jubilee Shout!!!
638,BN-LA ,BN-LA 945-H: Horace Silver - Sterling Silver
639,LT ,987: Lee Morgan - Sonic Boom
640,LT ,988: Wayne Shorter - The Soothsayer
641,LT ,989: Dexter Gordon -Clubhouse
642,LT ,990: Grant Green - Solid
643,LT ,991: Donald Byrd - Chant
644,LT ,992: Jimmy Smith - Confirmation
645,LT ,993: Stanley Turrentine - New Time Shuffle
646,LT ,994: Jackie McLean - Consequence
647,LT ,995: Hank Mobley - A Slice of the Top
648,LT ,996: Bobby Hutcherson - Spiral
649,LT ,1028: Lou Donaldson - Midnight Sun
650,LT ,1030: Andrew Hill - Dance with Death
651,LT ,1031: Lee Morgan - Taru
652,LT ,1032: Grant Green - Nigeria
653,LT ,1033: Horace Silver - Silver 'n Strings Play the Music of the Spheres
654,LT ,1037: Stanley Turrentine - In Memory Of
655,LT ,1038: Larry Young - Mother Ship
656,LT ,1044: Bobby Hutcherson - Patterns
657,LT ,1045: Hank Mobley - Thinking of Home
658,LT ,1046: The Jazz Crusaders - Live Sides
659,LT ,1051: Dexter Gordon - Landslide
660,LT ,1052: Ike Quebec - With a Song in My Heart
661,LT ,"1053: Joe Pass - The Complete ""Catch Me!"" Sessions"
662,LT ,1054: Jimmy Smith - Cool Blues
663,LT ,1055: Vic Dickenson / Bobby Hackett - Mainstreamin' (not released)
664,LT ,1056: Wayne Shorter - Et Cetera
665,LT ,1057: Harold Land - Take Aim
666,LT ,1058: Lee Morgan - Tom Cat
667,LT ,1064: Art Pepper - Omega Alpha
668,LT ,1065: Art Blakey and the Jazz Messengers - Once Upon a Groove
669,LT ,1075: Stanley Turrentine - Mr. Natural
670,LT ,1076: Leo Parker - Rollin' with Leo
671,LT ,1081: Hank Mobley - Third Season
672,LT ,1082: Blue Mitchell - Step Lightly
673,LT ,1085: Jackie McLean - Vertigo
674,LT ,1086: Bobby Hutcherson - Medina
675,LT ,1088: Art Blakey and the Jazz Messengers - Africaine
676,LT ,1089: Ike Quebec - Congo Lament
677,LT ,1091: Lee Morgan - Infinity
678,LT ,1092: Jimmy Smith - On the Sunny Side
679,LT ,1095: Stanley Turrentine - Ain't No Way
680,LT ,1096: Donald Byrd - The Creeper
681,LT ,1100: Bob Brookmeyer / Bill Evans - As Time Goes By
682,LT ,1101: Gerry Mulligan - Freeway
683,LT ,1102: Jean-Luc Ponty - Live at Donte's
684,LT ,1103: Joe Pass - Joy Spring
685,85100,85101: Stanley Jordan - Magic Touch
686,85100,85102: McCoy Tyner / Jackie McLean - It's About Time
687,85100,85103: George Russell - The African Game
688,85100,85104: Charles Lloyd - A Night in Copenhagen
689,85100,85105: Stanley Turrentine - Straight Ahead
690,85100,85106: Kenny Burrell / Grover Washington Jr. - Togethering
691,85100,85107: Bennie Wallace - Twilight Time
692,85100,85108: Charlie Parker - At Storyville
693,85100,85109: James Newton - The African Flower
694,85100,85110: Bobby McFerrin - Spontaneous Inventions
695,85100,85111: Bill Evans - The Alternative Man
696,85100,85112: Dexter Gordon - Nights at the Keystone
697,85100,"85113: One Night with Blue Note, Vol. 1"
698,85100,"85114: One Night with Blue Note, Vol. 2"
699,85100,"85115: One Night with Blue Note, Vol. 3"
700,85100,"85116: One Night with Blue Note, Vol. 4"
701,85100,"85117: One Night with Blue Note, Preserved"
702,85100,85118: Out of the Blue - OTB
703,85100,85119: Tony Williams - Foreign Intrigue
704,85100,85120: not used
705,85100,85121: Freddie Hubbard / Woody Shaw - Double Take
706,85100,85122: Don Pullen / George Adams - Breakthrough
707,85100,"85123: Joe Henderson - The State of the Tenor Live at the Village Vanguard, Vol. 1"
708,85100,85124: Michel Petrucciani - Pianism
709,85100,85125: Jimmy Smith - Go for Whatcha Know
710,85100,"85126: Joe Henderson - The State of the Tenor Live at the Village Vanguard, Vol. 2"
711,85100,85127: Blue Note '86: A New Generation of Jazz
712,85100,85128: Out of the Blue - Inside Track
713,85100,85129: Duke Ellington - Money Jungle
714,85100,"85130: Stanley Jordan - Standards, Vol. 1"
715,85100,85131: Eric Dolphy - Other Aspects
716,85100,85132: George Russell - So What
717,85100,85133: Michel Petrucciani - Power of Three
718,85100,85134: James Newton - Romance and Revolution
719,85100,85135: Dexter Gordon - The Other Side of Round Midnight
720,85100,"85136: James ""Blood"" Ulmer - America – Do You Remember the Love?"
721,85100,85137: Kenny Burrell and the Jazz Guitar Band - Generation
722,85100,85138: Tony Williams - Civilization
723,85100,85139: Freddie Hubbard - Life Flight
724,85100,85140: Stanley Turrentine - Wonderland
725,85100,85141: Out of the Blue - Live at Mt. Fuji
726,1600,"1600: Introducing the 3 Sounds (9/16/58, 9/28/58)"
727,1600,1601: Various Artists - Blue Trails: The Rare Tracks
728,1600,"1602: Art Blakey - A Night in Birdland, Volume 3 (2/21/54)"
729,1600,"1603: Art Blakey - At the Cafe Bohemia, Volume 3 (11/23/55)"
730,1600,"1604: Thelonious Monk - Genius of Modern Music, Volume 3 (10/15/47, 10/24/47, 11/21/47, 7/23/51, 5/30/52)"
731,1600,"1605: Clifford Brown - Memorial, Volume 2 (6/9/53, 8/28/53)"
732,1600,1606: Kenny Dorham - 'Round About Midnight at the Cafe Bohemia Volume 2 (5/31/56)
733,1600,1607: Kenny Dorham - 'Round About Midnight at the Cafe Bohemia Volume 3 (5/31/56)
734,1600,"1608: Herbie Nichols - Herbie Nichols Trio, Volume 2 (8/7/55, 4/19/56)"
735,1600,"1609: Kenny Burrell, Volume 3 (3/12/56, 5/29/56, 5/31/56)"
736,1600,1610: Jimmy Smith / Lou Donaldson - Jimmy Smith Trio + LD (7/4/57)
737,1600,1611: Hank Mobley / Sonny Clark - Curtain Call (8/18/57)
738,1600,1612: Jimmy Smith - Things Ain't What They Used to Be
739,1600,"1613: Sonny Rollins - A Night at the Village Vanguard, Volume 2 (11/3/57)"
740,1600,"1614: Sonny Rollins - A Night at the Village Vanguard, Volume 3 (11/3/57)"
741,1600,1615: Jimmy Smith / Lou Donaldson - Lonesome Road
742,1600,1616: Tina Brooks - Minor Move (3/16/58)
743,1600,"1617: Sonny Clark - The 45 Sessions (9/13/57, 11/16/58)"
744,1600,1618: Sonny Clark - Blues in the Night (12/7/58)
745,1600,1619: Benny Green - The 45 Sessions (11/23/58)
746,1600,1620: Hank Mobley - Poppin' (10/20/61)
747,5000 ,"5001: Ike Quebec / Charlie Christian among others - Mellow the Mood (2/5/44, 6/18/44, 9/25/44, 7/17/45, 5/31/46, 1/31/55)"
748,5000 ,"5002: Thelonious Monk - Genius of Modern Music (10/15/47, 11/21/47, 7/2/48) [1500 Series: BLP 1510/11]"
749,5000 ,"5003: The Amazing Bud Powell (8/9/49, 5/1/51) [BLP 1503]"
750,5000 ,"5004: Fats Navarro / Tadd Dameron - Fats Navarro Memorial Album (9/26/47, 9/13/48, 10/11/48, 8/8/49) [BLP 1531/32]"
751,5000 ,5005: James Moody with Strings (conducted by André Hodeir) (7/13/51)
752,5000 ,"5006: James Moody and His Modernists (10/18/48, 10/25/48)"
753,5000 ,"5007: Erroll Garner - Overture to Dawn, Volume 1 (12/14/44)"
754,5000 ,"5008: Erroll Garner - Overture to Dawn, Volume 2 (12/26/44)"
755,5000 ,"5009: Thelonious Monk - Genius of Modern Music, Vol. 2 (10/15/47, 10/24/47, 11/21/47, 7/23/51) [BLP 1510/11]"
756,5000 ,"5010: Max Roach / James Moody / Kenny Dorham Quintet/Art Blakey - New Sounds (12/22/47, 4/30/49, 5/15/49)"
757,5000 ,"5011: Milt Jackson - Wizard of the Vibes (7/23/51, 4/7/52) [BLP 1509]"
758,5000 ,"5012: Howard McGhee's All-Stars - The McGhee / Navarro Boptet (1948, 1/23/50)"
759,5000 ,5013: Miles Davis - Young Man with a Horn (5/9/52) [BLP 1501/02]
760,5000 ,"5014: Erroll Garner - Overture to Dawn, Volume 3 (11/24/44, 12/23/44, 12/25/44)"
761,5000 ,"5015: Erroll Garner - Overture to Dawn, Volume 4 (11/16/44, 12/20/44, 12/23/44, 12/25/44)"
762,5000 ,"5016: Erroll Garner - Overture to Dawn, Volume 5 (12/14/44, 12/26/44)"
763,5000 ,"5017: Dizzy Gillespie - Horn of Plenty (3/2/47, 4/11/52)"
764,5000 ,"5018: Horace Silver Trio - New Faces, New Sounds (10/9/52, 10/20/52) [BLP 1520]"
765,5000 ,"5019: The Swinging Swedes / The Cool Britons - New Sounds from the Old World (7/29/50, 9/5/51)"
766,5000 ,"5020: Gil Mellé Quintet/Sextet - New Faces, New Sounds (3/2/52, 1/31/53)"
767,5000 ,"5021: Lou Donaldson / Horace Silver a.o. - New Faces, New Sounds (6/20/52, 11/19/52) [BLP 1537]"
768,5000 ,5022: Miles Davis Volume 2 (4/20/53) [BLP 1501/02]
769,5000 ,"5023: Kenny Drew Trio - New Faces, New Sounds (4/16/53)"
770,5000 ,"5024: Howard McGhee / Gigi Gryce a.o. - Howard McGhee, Volume 2 (6/8/53)"
771,5000 ,"5025: Wynton Kelly Trio - New Faces, New Sounds (7/25/51, 8/1/51)"
772,5000 ,"5026: Meade Lux Lewis / Charlie Christian a.o. - Memorable Sessions (1/25/44, 2/5/51)"
773,5000 ,"5027: Benny Morton / Ben Webster a.o. - Swing Hi, Swing Lo (1/31/45, 7/17/45, 11/21/45, 9/23/46)"
774,5000 ,5028: Jay Jay Johnson with Clifford Brown (6/20/53) [BLP 1505/06]
775,5000 ,"5029: Elmo Hope Trio - New Faces, New Sounds (6/53)"
776,5000 ,"5030: Lou Donaldson / Clifford Brown a.o. - New Faces, New Sounds (6/9/53) [BLP 1526]"
777,5000 ,"5031: Wade Legge Trio - New Faces, New Sounds (2/27/53)"
778,5000 ,5032: Clifford Brown - New Star on the Horizon (8/28/53) [BLP 1526]
779,5000 ,"5033: Gil Mellé Quintet, Vol. 2 (3/25/53)"
780,5000 ,"5034: Horace Silver Trio, Volume 2 / Art Blakey - Spotlight on Drums (11/23/53) [BLP 1520]"
781,5000 ,5035: Sal Salvador Quintet (12/24/53)
782,5000 ,"5036: Urbie Green Septet - New Faces, New Sounds (12/27/53)"
783,5000 ,5037: Art Blakey Quintet - A Night at Birdland Vol. 1 (2/21/54) [BLP 1521/22]
784,5000 ,5038: Art Blakey Quintet - A Night at Birdland Vol. 2 (2/21/54) [BLP 1521/22]
785,5000 ,5039: Art Blakey Quintet - A Night at Birdland Vol. 3 (2/21/54) [BLP 1521/22]
786,5000 ,"5040: Miles Davis, Volume 3 (3/6/54) [BLP 1501/02]"
787,5000 ,"5041: The Amazing Bud Powell, Vol. 2 (8/14/53) [BLP 1504]"
788,5000 ,5042: Tal Farlow Quartet (4/11/54)
789,5000 ,"5043: Frank Foster Quintet - New Faces, New Sounds (5/5/54)"
790,5000 ,"5044: Elmo Hope Quintet - New Faces, New Sounds, Vol. 2 (6/54)"
791,5000 ,5045: George Wallington and His Band (5/12/54)
792,5000 ,5046: Lionel Hampton - Jazztime Paris (9/28/53)
793,5000 ,5047: Clifford Brown Quartet (10/15/53)
794,5000 ,5048: Gigi Gryce / Clifford Brown Sextet (10/8/53)
795,5000 ,"5049: Gigi Gryce / Clifford Brown - Jazztime Paris, Volume 1 (9/10/53)"
796,5000 ,"5050: Gigi Gryce / Clifford Brown - Jazztime Paris, Volume 2 (9/10/53)"
797,5000 ,"5051: Gigi Gryce / Clifford Brown - Jazztime Paris, Volume 3 (9/10/53)"
798,5000 ,"5052: The Cool Britons - New Sounds from Olde England (5/13/54, 5/15/54)"
799,5000 ,"5053: Julius Watkins Sextet - New Faces, New Sounds (8/54)"
800,5000 ,"5054: Gil Mellé Quartet - New Faces, New Sounds, Volume 3 (9/5/54)"
801,5000 ,"5055: Lou Donaldson Sextet, Volume 2 (8/22/54) [BLP 1537]"
802,5000 ,"5056: Jutta Hipp Quintet - New Faces, New Sounds from Germany (4/24/54)"
803,5000 ,5057: The Eminent Jay Jay Johnson (9/24/54) [BLP 1505/06]
804,5000 ,"5058: Horace Silver Quintet, Volume 1 (11/13/54) [BLP 1518]"
805,5000 ,"5059: Conte Candoli / Herb Geller a.o. - Best from the West, Volume 1 (12/31/54, 1/55)"
806,5000 ,"5060: Conte Candoli / Herb Geller a.o. - Best from the West, Volume 2 (12/31/54, 1/55)"
807,5000 ,5061: The Swinging Fats Sadi Combo (1954)
808,5000 ,"5062: Horace Silver Quintet, Volume 2 (2/6/55) [BLP 1518]"
809,5000 ,"5063: Gil Mellé Quintet, Vol. 4: Five Impressions of Color (2/27/55)"
810,5000 ,"5064: Julius Watkins Sextet, Volume 2 (3/20/55)"
811,5000 ,5065: Kenny Dorham Octet - Afro-Cuban (3/29/55) [BLP 1535]
812,5000 ,5066: Hank Mobley - Hank Mobley Quartet (3/27/55)
813,5000 ,5067: Lou Mecca Quartet (3/25/55)
814,5000 ,"5068: The Prophetic Herbie Nichols Vol. 1 (5/4/55, 5/13/55)"
815,5000 ,"5069: The Prophetic Herbie Nichols Vol. 2 (5/4/55, 5/13/55)"
816,5000 ,"5070: The Eminent Jay Jay Johnson, Volume 3 (6/6/55) [BLP 1506]"
817,7000 ,"BLP 7001: Sidney Bechet's Blue Note Jazzmen with ""Wild Bill"" Davison"
818,7000 ,"BLP 7002: Sidney Bechet - Jazz Classics, Vol. 1"
819,7000 ,"BLP 7003: Sidney Bechet - Jazz Classics, Vol. 2"
820,7000 ,BLP 7004: Art Hodes and His Chicagoans - The Best in 2 Beat
821,7000 ,"BLP 7005: Art Hodes' Hot Five with Sidney Bechet and ""Wild Bill"" Davison"
822,7000 ,BLP 7006: Art Hodes' Blue Note Jazz Men - Dixieland Jubilee
823,7000 ,BLP 7007: Edmond Hall / Sidney DeParis - Jamming in Jazz: Hall-DeParis' Blue Note Jazz Men
824,7000 ,BLP 7008: Sidney Bechet / Bunk Johnson - Days Beyond Recall
825,7000 ,"BLP 7009: Sidney Bechet and His Blue Note Jazz Men with ""Wild Bill"" Davison"
826,7000 ,"BLP 7010: George Lewis and His New Orleans Stompers, Vol. 1 - Echoes of New Orleans"
827,7000 ,BLP 7011: James P. Johnson - Rent Party
828,7000 ,BLP 7012: James P. Johnson's Blue Note Jazzmen - Jazz Band Ball
829,7000 ,"BLP 7013: George Lewis and His New Orleans Stompers, Vol. 2 - Echoes of New Orleans"
830,7000 ,"BLP 7014: Sidney Bechet's Blue Note Jazzmen with ""Wild Bill"" Davison, Vol. 2"
831,7000 ,BLP 7015: Art Hodes' Hot Seven with Max Kaminsky and Bujie Centobie - Dixieland Clambake
832,7000 ,BLP 7016: Sidney DeParis' Blue Note Stompers with Jimmy Archey and Omer Simeon
833,7000 ,BLP 7017: Albert Ammons Memorial Album - Boogie Woogie Classics
834,7000 ,BLP 7018: Meade Lux Lewis - Boogie Woogie Classics
835,7000 ,BLP 7019: Pete Johnson - Boogie Woogie Blues and Skiffle
836,7000 ,BLP 7020: The Fabulous Sidney Bechet and His Hot Six with Sidney DeParis
837,7000 ,BLP 7021: Art Hodes' Back Room Boys - Out of the Back Room
838,7000 ,BLP 7022: Sidney Bechet - Port of Harlem Six
839,7000 ,BLP 7023: Mezz Mezzrow and His Band Featuring Lee Collins and Zutty Singleton
840,7000 ,"BLP 7024: Sidney Bechet - Jazz Festival Concert, Paris 1952, Vol. 1"
841,7000 ,"BLP 7025: Sidney Bechet - Jazz Festival Concert, Paris 1952, Vol. 2"
842,7000 ,BLP 7026: Dixie by the Fabulous Sidney Bechet
843,7000 ,"BLP 7027: George Lewis and His New Orleans Stompers, Vol. 3"
844,7000 ,"BLP 7028: George Lewis and His New Orleans Stompers, Vol. 4"
845,7000 ,"BLP 7029: Sidney Bechet - Olympia Concert, Paris 1954, Vol. 1"
846,7000 ,"BLP 7030: Sidney Bechet - Olympia Concert, Paris 1954, Vol. 2 (not released)"
847,9000,BLP 9001: Dodo Greene - My Hour of Need
848,9000,BLP 9002: Sheila Jordan - Portrait of Sheila
849,Compilation,1996: The New Groove: The Blue Note Remix Project
850,Compilation,2003: Madlib - Shades of Blue (Madlib Invades Blue Note)
851,Compilation,2003: Untinted: Sources for Madlib's Shades of Blue
852,Compilation,2003: Blue Note Trip Series
853,Compilation,2004: Blue Note Revisited
854,Compilation,"2015: Supreme Sonacy, Vol. 1"
